nom_fichier,station,id,longitude,latitude,altitude,departement
ABBEVILLE_2012_80,ABBEVILLE,80001005,1.835,50.106667,68,80
ACHERES_2012_78,ACHERES,78005002,2.126,48.983167,31,78
AGENLA_GARENNE_2012_47,AGENLA_GARENNE,47091001,0.594667,44.172167,58,47
AICIRITS_2012_64,AICIRITS,64010001,-1.01,43.335,60,64
AIGUESMORTES_2012_30,AIGUESMORTES,30003001,4.207,43.537167,1,30
AILLEVILLE_SAPC_2012_10,AILLEVILLE_SAPC,10002001,4.685667,48.254167,195,10
AIXLES_MILLES_2012_13,AIXLES_MILLES,13001006,5.365667,43.504667,106,13
AIX_EN_PROVENCE_2012_13,AIX_EN_PROVENCE,13001009,5.4245,43.5295,173,13
ALAIGNE_2012_11,ALAIGNE,11004001,2.098333,43.1125,293,11
ALBERTVILLE_JO_2012_73,ALBERTVILLE_JO,73011004,6.371833,45.662333,332,73
ALBI_2012_81,ALBI,81004006,2.141667,43.928333,170,81
ALBON_2012_26,ALBON,26002003,4.822333,45.252333,153,26
ALENCON_2012_61,ALENCON,61001001,0.110167,48.4455,143,61
ALLOS_SAPC_2012_04,ALLOS_SAPC,4006005,6.625333,44.2425,1400,4
ALTIER_2012_48,ALTIER,48004001,3.852,44.494,900,48
ALZON_2012_30,ALZON,30009001,3.444,43.979,611,30
AMBERT_2012_63,AMBERT,63003004,3.742667,45.516833,555,63
AMBOISE_LYCEE_2012_37,AMBOISE_LYCEE,37003004,0.977,47.394167,116,37
AMIENSGLISY_2012_80,AMIENSGLISY,80379002,2.3825,49.872,60,80
ANGRIE_2012_49,ANGRIE,49008001,-0.970333,47.561667,65,49
ANLEZY_2012_58,ANLEZY,58006001,3.507833,46.9575,220,58
ANNONAY_2012_07,ANNONAY,7010001,4.6705,45.246167,336,7
APT_2012_84,APT,84003003,5.381833,43.892,222,84
ARBRISSEL_2012_35,ARBRISSEL,35005001,-1.297333,47.927333,75,35
ARCHAMPS_2012_74,ARCHAMPS,74016001,6.140167,46.131833,560,74
ARGENTAN_2012_61,ARGENTAN,61006005,0.0115,48.718167,170,61
ARGENTAT_2012_19,ARGENTAT,19010001,1.9375,45.101333,190,19
ARLES_2012_13,ARLES,13004003,4.693833,43.51,1,13
ARVIEUX_2012_05,ARVIEUX,5007003,6.728,44.796,1825,5
ARZAL_2012_56,ARZAL,56004001,-2.382667,47.512667,26,56
AUBAGNE_2012_13,AUBAGNE,13005001,5.578333,43.29,131,13
AUBIGNYSURNERE_2012_18,AUBIGNYSURNERE,18015003,2.427333,47.4995,176,18
AUBREVILLE_SAPC_2012_55,AUBREVILLE_SAPC,55014001,5.0935,49.133833,202,55
AUBUSSON_SAPC_2012_23,AUBUSSON_SAPC,23008004,2.187833,45.957833,486,23
AUCH_2012_32,AUCH,32013005,0.601167,43.689,122,32
AULNOISSSLAON_2012_02,AULNOISSSLAON,2037002,3.610333,49.595667,78,2
AURAY_2012_56,AURAY,56007001,-2.971,47.659167,26,56
AURILLAC_2012_15,AURILLAC,15014004,2.419167,44.8915,632,15
AUTUN_2012_71,AUTUN,71014003,4.301667,46.951667,360,71
AUXERRE_2012_89,AUXERRE,89346001,3.5455,47.8015,207,89
AUZANCES_SAPC_2012_23,AUZANCES_SAPC,23013001,2.489333,46.0215,564,23
AUZEVILLETOLOSANEINRAE_2012_31,AUZEVILLETOLOSANEINRAE,31035001,1.503667,43.528833,150,31
AVIZECIVC_2012_51,AVIZECIVC,51029004,4.01,48.978,175,51
AVORD_2012_18,AVORD,18092001,2.642167,47.052167,175,18
BAIGNES_BEL_AIR_2012_16,BAIGNES_BEL_AIR,16025003,-0.2695,45.378333,70,16
BALEMULHOUSE_2012_68,BALEMULHOUSE,68297001,7.51,47.614333,263,68
BANDESAPT_2012_88,BANDESAPT,88033002,6.991833,48.345833,590,88
BARCELONNETTE_2012_04,BARCELONNETTE,4019005,6.65,44.388333,1135,4
BASSURELS_2012_48,BASSURELS,48020003,3.630667,44.1965,1042,48
BASTIA_2012_20,BASTIA,20148001,9.485167,42.540667,10,20
